#name s alpha_x beta_x psi_x alpha_y beta_y psi_y D_x Dprime_x D_y Dprime_y
       bpquadend 14.409663 -0.00514337103254952 49.53896362139589 0.7556386722572557 0.05039161059643286 8.828208408181675 0.7681112514224178 0.02459368013662324 0.001992251932388734 -0.01175031758966585 0.003582206594601078
        dqbpt606 14.468663 -0.006334384257060924 49.53964080895797 0.7568296461166147 0.04369151734808211 8.822657503632948 0.7747965259800257 0.02471116425858387 0.001992251932388734 -0.01153907302286226 0.003582206594601078
       bpquadend 14.490893 -0.006783133816059005 49.53993241138473 0.7572783763649111 0.04116705848518643 8.820771097492173 0.7773164470403143 0.02475542988623108 0.001992251932388734 -0.01145948036659033 0.003582206594601078
          qt606c 14.643293 -0.009859581534966392 49.54246876120421 0.7603546086445497 0.02386037694198736 8.810860916333075 0.794604423062285 0.02505889734702432 0.001992251932388734 -0.01091382490928747 0.003582206594601078
       mrkqt606c 14.643293 -0.009859581534966392 49.54246876120421 0.7603546086445497 0.02386037694198736 8.810860916333075 0.794604423062285 0.02505889734702432 0.001992251932388734 -0.01091382490928747 0.003582206594601078
          qt606c 14.795693 -0.01293602925387388 49.54594281228842 0.7634306543296125 0.006553695398788137 8.806225811708343 0.8119066719341825 0.02536236480781755 0.001992251932388734 -0.01036816945198461 0.003582206594601078
       bpquadend 14.817923 -0.01338477881287196 49.54652792385172 0.763879326172813 0.004029236535892531 8.805990553131435 0.8144310587747393 0.02540663043546476 0.001992251932388734 -0.01028857679571268 0.003582206594601078
        dqbpt606 14.876923 -0.01457579203738326 49.5481775975319 0.7650701065205823 -0.002670856712458143 8.805910408721854 0.8211311238679538 0.02552411455742539 0.001992251932388734 -0.01007733222890908 0.003582206594601078
       bpquadend 14.899153 -0.01502454159638144 49.54883561294856 0.7655187577972671 -0.005195315575353749 8.80608527373181 0.8236555423396291 0.0255683801850726 0.001992251932388734 -0.009997739572637152 0.003582206594601078
          qt606d 15.051553 -0.01810098931528893 49.55388394385949 0.7685943593780593 -0.02250199711855289 8.810306344186364 0.8409584738921164 0.02587184764586583 0.001992251932388734 -0.009452084115334294 0.003582206594601078
       mrkqt606d 15.051553 -0.01810098931528893 49.55388394385949 0.7685943593780593 -0.02250199711855289 8.810306344186364 0.8409584738921164 0.02587184764586583 0.001992251932388734 -0.009452084115334294 0.003582206594601078
          qt606d 15.203953 -0.02117743703419631 49.55986997603513 0.7716696185517711 -0.03980867866175211 8.819802491175285 0.858247943459314 0.02617531510665908 0.001992251932388734 -0.008906428658031434 0.003582206594601078
       bpquadend 15.226183 -0.0216261865931944 49.56082150058836 0.772118162653215 -0.04233313752464764 8.82162850374911 0.8607681498595298 0.02621958073430627 0.001992251932388734 -0.008826836001759502 0.003582206594601078
       dqqbp606c 15.387663 -0.02488592922868739 49.56833227705128 0.7753761403515916 -0.06067095206267619 8.838261604135671 0.8790569470114202 0.02654112880234362 0.001992251932388734 -0.008248670363667221 0.003582206594601078
           lhend 15.451163 -0.02616778244489881 49.57157418774255 0.7766571586552318 -0.0678820693723418 8.846424720996795 0.8862383639065091 0.02666757357767414 0.001992251932388734 -0.008021313923124369 0.003582206594601078
          ht606u 15.451163 -0.02616778244489881 49.57157418774255 0.7766571586552318 -0.0678820693723418 8.846424720996795 0.8862383639065091 0.02666757357767414 0.001992251932388734 -0.008021313923124369 0.003582206594601078
            h606 15.857563 -0.03437164302865154 49.59617741025501 0.7848534635281359 -0.1140332201542023 8.920355094660382 0.9320030347875301 0.02747682013978943 0.001992251932388734 -0.00656623270365011 0.003582206594601078
          ht606d 15.857563 -0.03437164302865154 49.59617741025501 0.7848534635281359 -0.1140332201542023 8.920355094660382 0.9320030347875301 0.02747682013978943 0.001992251932388734 -0.00656623270365011 0.003582206594601078
           lhend 15.921063 -0.03565349624486295 49.60062400659887 0.7861337470958363 -0.121244337463868 8.935295219569129 0.9391156917362872 0.02760326491511994 0.001992251932388734 -0.006338876263107258 0.003582206594601078
       dqqbp606b 16.111145 -0.0394906178676013 49.6149075500976 0.7899654549770196 -0.142830220935614 8.98549103977882 0.960330944527929 0.02798176689597624 0.001992251932388734 -0.005658303555528257 0.003582206594601078
           dweld 16.187345 -0.04102884172705489 49.62104313291871 0.7915011893469508 -0.1514835617072127 9.007917750016203 0.9688008204884817 0.02813350062637286 0.001992251932388734 -0.005385475826876833 0.003582206594601078
          qbpend 16.238145 -0.04205432430002412 49.62526375775288 0.7925249052011824 -0.1572524555549453 9.023601539693122 0.9744354303300609 0.02823465644663727 0.001992251932388734 -0.005203590674442551 0.003582206594601078
        qmp606b1 16.238145 -0.04205432430002412 49.62526375775288 0.7925249052011824 -0.1572524555549453 9.023601539693122 0.9744354303300609 0.02823465644663727 0.001992251932388734 -0.005203590674442551 0.003582206594601078
          q606b1 16.74614499999999 1.353833749127239 48.95563490005301 0.8028066632918516 -0.4805312771596353 9.346036232829876 1.029914995388103 0.02903912253098847 0.001172684922367334 -0.003418145166115211 0.003459130756792564
        qmp606b1 16.74614499999999 1.353833749127239 48.95563490005301 0.8028066632918516 -0.4805312771596353 9.346036232829876 1.029914995388103 0.02903912253098847 0.001172684922367334 -0.003418145166115211 0.003459130756792564
          qbpend 16.79694499999999 1.350894157311837 48.81823472240591 0.8038457969478915 -0.4872218401004727 9.395198091186689 1.035336241688083 0.02909866515382692 0.001172684922367334 -0.003242509141678426 0.003459130756792564
           dweld 16.87314499999999 1.346484769588734 48.61269444817609 0.8054099860874787 -0.4972576845117291 9.47021543096214 1.043414668507356 0.02918797908808458 0.001172684922367334 -0.002979055105023247 0.003459130756792564
           dweld 16.94934499999999 1.34207538186563 48.40782616463527 0.806980791948706 -0.5072935289229855 9.546762233425866 1.051428710940459 0.02927729302234225 0.001172684922367334 -0.002715601068368069 0.003459130756792564
          qbpend 17.00014499999999 1.339135790050228 48.27162063710195 0.8080316887307106 -0.513984091863823 9.598643136561835 1.056735511603895 0.0293368356451807 0.001172684922367334 -0.002539965043931283 0.003459130756792564
        qmp606b2 17.00014499999999 1.339135790050228 48.27162063710195 0.8080316887307106 -0.513984091863823 9.598643136561835 1.056735511603895 0.0293368356451807 0.001172684922367334 -0.002539965043931283 0.003459130756792564
          q606b2 17.50814499999999 2.637735330702849 46.241533342929 0.8187582084902828 -0.8735554679145614 10.30012080391679 1.107971815568416 0.02971820178450782 0.0003276888951379256 -0.0007978080595393346 0.003411487212446837
        qmp606b2 17.50814499999999 2.637735330702849 46.241533342929 0.8187582084902828 -0.8735554679145614 10.30012080391679 1.107971815568416 0.02971820178450782 0.0003276888951379256 -0.0007978080595393346 0.003411487212446837
          qbpend 17.55894499999999 2.628993222198708 45.9739835324416 0.8198599802053659 -0.882251039433153 10.38931577449006 1.112882599492243 0.02973484006141838 0.0003276888951379256 -0.0006245911176147483 0.003411487212446837
           dweld 17.63514499999999 2.615880059442495 45.57432418838054 0.8215246917268779 -0.8952943967110402 10.52476473672424 1.120169773558121 0.02975979747678422 0.0003276888951379256 -0.0003647657047278691 0.003411487212446837
             cs2 17.79704499999999 2.588018890804296 44.73181294833559 0.8251104368025637 -0.9230072516098581 10.8191477735874 1.135342400763907 0.02981282379630824 0.0003276888951379256 0.0001872780530987157 0.003411487212446837
         bellend 17.89229499999999 2.571627437359029 44.24035663557804 0.8272515900724591 -0.9393114482072171 10.99653362974497 1.144075051171678 0.02984402056551555 0.0003276888951379256 0.0005120598192073148 0.003411487212446837
          bellow 17.89229499999999 2.571627437359029 44.24035663557804 0.8272515900724591 -0.9393114482072171 10.99653362974497 1.144075051171678 0.02984402056551555 0.0003276888951379256 0.0005120598192073148 0.003411487212446837
         bellend 17.98754499999999 2.555235983913764 43.7520228947018 0.8294165853090465 -0.9556156448045761 11.17702543535435 1.152666755133739 0.02987521733472285 0.0003276888951379256 0.000836841585315914 0.003411487212446837
         pumpend 18.11454499999999 2.53338071265341 43.10576857423777 0.8323409906923576 -0.9773545736010546 11.42251265309186 1.163906822708409 0.02991681302699926 0.0003276888951379256 0.001269883940127379 0.003411487212446837
            mtsp 18.11454499999999 2.53338071265341 43.10576857423777 0.8323409906923576 -0.9773545736010546 11.42251265309186 1.163906822708409 0.02991681302699926 0.0003276888951379256 0.001269883940127379 0.003411487212446837
         pumpend 18.24154499999999 2.511525441393055 42.46506549267387 0.835309379347915 -0.9990935023975333 11.67352155874368 1.174905253036073 0.02995840871927567 0.0003276888951379256 0.001702926294938845 0.003411487212446837
         bpm8end 18.34314499999999 2.494041224384772 41.95649991943085 0.8377163932713265 -1.016484645434716 11.87830429856344 1.183533467437073 0.02999168527309679 0.0003276888951379256 0.002049360178788017 0.003411487212446837
           vp606 18.34314499999999 2.494041224384772 41.95649991943085 0.8377163932713265 -1.016484645434716 11.87830429856344 1.183533467437073 0.02999168527309679 0.0003276888951379256 0.002049360178788017 0.003411487212446837
         bpm8end 18.44474499999999 2.476557007376488 41.4514871390839 0.8401526578655749 -1.033875788471899 12.08662091864835 1.192012947791582 0.03002496182691792 0.0003276888951379256 0.00239579406263719 0.003411487212446837
        dempty60 22.41546599999999 1.793240593564004 24.49731213927987 0.9650837144604207 -1.713554694689871 22.99590083417893 1.432496767589752 0.03132547276259876 0.0003276888951379256 0.01593508833145086 0.003411487212446837
          mtspip 22.41546599999999 1.793240593564004 24.49731213927987 0.9650837144604207 -1.713554694689871 22.99590083417893 1.432496767589752 0.03132547276259876 0.0003276888951379256 0.01593508833145086 0.003411487212446837
        dempty60 26.38618699999999 1.109924179751519 12.96965480741569 1.189733007571306 -2.393233600907844 39.30281136206298 1.564962394420813 0.03262598369827961 0.0003276888951379256 0.02947438260026454 0.003411487212446837
         bpm8end 26.48778699999999 1.092439962743236 12.74589461053822 1.197635222862854 -2.410624743945027 39.79088336990004 1.567531551079331 0.03265926025210072 0.0003276888951379256 0.02982081648411371 0.003411487212446837
           hp607 26.48778699999999 1.092439962743236 12.74589461053822 1.197635222862854 -2.410624743945027 39.79088336990004 1.567531551079331 0.03265926025210072 0.0003276888951379256 0.02982081648411371 0.003411487212446837
         bpm8end 26.58938699999999 1.074955745734952 12.52568720655684 1.205676266989247 -2.428015886982209 40.28248925800224 1.570069274184159 0.03269253680592185 0.0003276888951379256 0.03016725036796288 0.003411487212446837
         pumpend 26.71638699999999 1.053100474474598 12.25542406659023 1.215926798230479 -2.449754815778688 40.90196613725288 1.573198048134767 0.03273413249819826 0.0003276888951379256 0.03060029272277435 0.003411487212446837
            mtsp 26.71638699999999 1.053100474474598 12.25542406659023 1.215926798230479 -2.449754815778688 40.90196613725288 1.573198048134767 0.03273413249819826 0.0003276888951379256 0.03060029272277435 0.003411487212446837
         pumpend 26.84338699999999 1.031245203214244 11.99071216552374 1.226403510219801 -2.471493744575167 41.52696470441781 1.576279583962811 0.03277572819047467 0.0003276888951379256 0.03103333507758581 0.003411487212446837
         bellend 26.93863699999999 1.014853749768978 11.79582124025209 1.234412597881729 -2.487797941172526 41.99933723748528 1.578560341128057 0.03280692495968197 0.0003276888951379256 0.03135811684369441 0.003411487212446837
          bellow 26.93863699999999 1.014853749768978 11.79582124025209 1.234412597881729 -2.487797941172526 41.99933723748528 1.578560341128057 0.03280692495968197 0.0003276888951379256 0.03135811684369441 0.003411487212446837
         bellend 27.03388699999999 0.9984622963237119 11.60405288686176 1.242554030655475 -2.504102137769884 42.47481572000454 1.58081550643719 0.03283812172888928 0.0003276888951379256 0.03168289860980301 0.003411487212446837
             cs2 27.19578699999999 0.9706011276855122 11.28526151851467 1.256702213837452 -2.531814992668703 43.29013070342255 1.584591121242272 0.0328911480484133 0.0003276888951379256 0.0322349423676296 0.003411487212446837
           dweld 27.27198699999999 0.9574879649292996 11.13834112965742 1.263498822172966 -2.54485834994659 43.67697321212982 1.586343526219067 0.03291610546377914 0.0003276888951379256 0.03249476778051648 0.003411487212446837
          qbpend 27.32278699999998 0.9487458564251577 11.04150445153261 1.268079617080067 -2.553553921465181 43.93597255551754 1.58750317752202 0.0329327437406897 0.0003276888951379256 0.03266798472244106 0.003411487212446837
        qmp607a1 27.32278699999998 0.9487458564251577 11.04150445153261 1.268079617080067 -2.553553921465181 43.93597255551754 1.58750317752202 0.0329327437406897 0.0003276888951379256 0.03266798472244106 0.003411487212446837
          q607a1 27.83078699999998 0.5662433711809221 10.27563466611712 1.315906554794523 -1.307754528145153 45.90717437687324 1.598787091040339 0.03334144249586998 0.001284135142002419 0.03415654418940043 0.002444737284779436
        qmp607a1 27.83078699999998 0.5662433711809221 10.27563466611712 1.315906554794523 -1.307754528145153 45.90717437687324 1.598787091040339 0.03334144249586998 0.001284135142002419 0.03415654418940043 0.002444737284779436
          qbpend 27.88158699999998 0.5597145206335337 10.21843600521295 1.320864125865955 -1.310753607802913 46.04019459017939 1.599892072380624 0.03340664396049627 0.001284135142002419 0.03428067477817572 0.002444737284779436
